month,day,temperature,humidity,windspeed,visibility,dewtemp,solarradiation,rain,snow,holiday,fday,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,week_1,week_2,week_3,week_4,week_5,week_6,gotowork_1,gotowork_2,season_1,season_2,season_3,rm_pred
2,8,1.709379810123709,0.23445240595279243,-0.5065508465186169,-0.21836867068794125,1.6176719511867488,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1500.0
9,19,0.6377248959953312,0.2835653017427982,-1.2785721445053218,0.9258713477706347,0.7141237230994248,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
9,13,1.248903089209172,-0.4531281351072881,-0.3135455220219407,0.8650424962146472,0.9208678091872025,1.6126334337575239,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2288.0
9,26,0.30283273533021315,-0.06022496878724208,-0.1205401975252643,0.9258713477706347,0.2929783625502484,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178.0
7,24,1.6926352020904536,-0.06022496878724208,0.4584757759647645,0.38334375281182714,1.4798425604615637,-0.14862579459998054,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1865.0
11,4,-0.2664839378004876,0.922032947012873,-0.1205401975252643,-1.5089267374838926,0.13217740670419914,0.127650162789432,-0.13179988368373619,-0.17189109256898677,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
4,24,-0.2581116337838596,1.3640490091229247,-0.4100481842702787,0.9258713477706347,0.26234960905576277,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.0
3,18,-0.5846314904323497,-0.011112072997236332,0.0724651269714119,-0.9466708663447647,-0.44211172131740506,-0.5285052360104228,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,686.0
6,14,0.5456295518124237,1.904290862812988,-0.7960588332636312,-1.9150004221954848,1.135269083648601,-0.6551317164805701,11.834921225290268,-0.17189109256898677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,175.0
5,21,0.46190651164614416,0.03800082279276942,0.8444864249581169,0.06440328789664937,0.46909369514354027,-0.6090857235823346,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1909.0
11,2,-1.262788115779214,-1.4353860509074032,2.292026358683188,0.8979229565151811,-1.674919049470449,1.5665874408592886,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,212.0
12,16,-1.6897756206272394,0.18533951016278669,0.8444864249581169,-0.5340210895730656,-1.3303455726574864,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,554.0
5,23,0.14375895901428204,-0.20756365615725933,-0.21704285977360252,0.2616860496998521,0.0938914648360922,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,864.0
7,7,1.2907646092923115,-0.7478055098473226,-0.1205401975252643,0.82887398988406,0.7983527952092601,3.178197192297528,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,771.0
7,28,1.3577430414253353,1.0202587385928845,-0.4100481842702787,-0.7592522426317221,1.602357574439506,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,945.0
11,19,-0.7604498747815368,0.6273555722728384,-0.9890641577603075,-0.6014260331891599,-0.38085421432843397,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.0
12,12,-2.108390821458637,-0.30578944773727085,-0.4100481842702787,0.7844853684783394,-1.851034382063741,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,554.0
10,7,0.6377248959953312,1.9534037586029938,-1.1820694822569837,-1.3823369653268376,1.227155344132058,-0.6551317164805701,5.629954724340784,-0.17189109256898677,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26.0
7,30,1.8851981944728962,-0.6986926140573169,-0.8925614955119693,0.9258713477706347,1.311384416241893,0.6111330882209038,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1184.0
10,9,1.223786177159288,-0.9442570930073456,-0.21704285977360252,0.9258713477706347,0.6298946509895895,1.0255470243050224,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1577.0
9,20,0.42841729557963243,1.6096134880729536,-0.4100481842702787,-0.8891300608188306,0.9514965626816879,-0.5285052360104228,0.3114120092412269,-0.17189109256898677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,328.0
1,4,0.0516636148313746,0.3817910933228097,0.0724651269714119,-0.8266571862478164,0.23937804393489864,-0.4709477448876284,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,757.0
8,2,-1.7902432688267746,-0.15845076036725358,-0.6995561710152931,0.07426742598680951,-1.5294324703716422,-0.19467178749821593,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,237.0
11,21,-0.534397666332582,1.4131619049129305,-0.6995561710152931,-1.194918341613795,0.024976769473499735,-0.6551317164805701,0.75462390216619,-0.17189109256898677,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.0
2,6,1.056340096826729,-1.2389344677473801,-0.603053508766955,0.6217270899906971,-0.31193951896584143,2.245765836108261,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,802.0
11,9,0.3363219513967248,-0.15845076036725358,-0.3135455220219407,0.9258713477706347,0.2776639858030056,-0.5745512289086581,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,511.0
6,21,0.6126079839454474,1.1675974259629018,-0.7960588332636312,-1.416861448642398,0.9897825045497948,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,652.0
4,15,-0.27485624181711554,0.3817910933228097,-0.024037535276926314,0.6792678955166312,-0.0439379258890928,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,317.0
9,22,0.46190651164614416,1.8060650712329764,-1.568080131250336,-1.1258693749826738,1.0280684464179017,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,602.0
7,1,-0.8860344350309561,-1.2389344677473801,-1.471577469001998,0.12852018548269026,-1.2537736889212725,-0.505482239561305,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,333.0
11,24,-0.7855667868314206,1.1675974259629018,-0.1205401975252643,-0.5669015498735994,-0.2583392003504917,-0.06804530702806856,-0.13179988368373619,8.07135327369556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,387.0
10,21,-0.14089937755106835,0.18533951016278669,-1.6645827934986743,0.2896344409553058,0.0020052043526355115,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,811.0
1,5,0.5791187678789357,0.72558136385285,-0.7960588332636312,-1.6355165096409476,0.8213243603301243,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1523.0
10,25,-0.46741923419955844,1.314936113332919,-0.3135455220219407,-0.654034769670014,0.06326271134160669,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,815.0
7,27,1.2321584811759159,1.0693716343828903,-0.6995561710152931,-1.0749046615168465,1.5104713139560493,-0.344321264417481,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1027.0
2,23,-0.9865020832304915,1.8551779670229822,0.7479837627097787,-1.9659651356613124,-0.27365357709773447,-0.6551317164805701,-0.13179988368373619,8.758290304217606,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32.0
1,7,0.6963310241117269,1.904290862812988,-0.5065508465186169,-2.189552265704942,1.265441286000165,-0.48245924311218724,16.2670401545399,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.0
6,27,0.5456295518124237,1.904290862812988,1.133994411703131,-1.898560192045218,1.135269083648601,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,470.0
9,25,0.07678052688125851,0.08711371858277517,-0.8925614955119693,0.9258713477706347,0.15514897182506332,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,594.0
1,25,-2.150252341541777,-1.631837634067426,1.4235023984481456,0.8946349104851277,-2.5095525821951807,0.6802020775682568,-0.13179988368373619,1.2019829684751044,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,121.0
7,19,0.9307555365773096,1.4131619049129305,-0.7960588332636312,-1.4053532875372112,1.3420131697363789,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,211.0
6,22,0.8721494084609139,-1.288047363537386,-0.603053508766955,0.9258713477706347,0.11686302995695635,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1373.0
6,2,-2.083273909408753,-1.0915957803773628,0.9409890872064551,0.9225833017405813,-2.149664728634975,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30.0
2,16,-0.9613851711806076,-0.10933786457724784,1.4235023984481456,0.8140777827488198,-0.8019995748776104,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,223.0
3,25,-0.37532389001665095,0.3326781975328039,0.0724651269714119,-1.9856934118416325,-0.15113856311979226,1.2672884870207584,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,676.0
9,7,0.679586416078471,0.2835653017427982,-0.6995561710152931,0.9258713477706347,0.7524096649675318,-0.6205972218068935,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,807.0
12,17,-1.756754052760263,-0.8460313014273341,0.2654704514680881,0.9258713477706347,-1.7668053099539056,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,142.0
5,12,-1.6562864045607277,-0.9442570930073456,0.2654704514680881,0.9258713477706347,-1.7285193680857986,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110.0
3,9,0.9475001446105654,0.5782426764828327,-1.37507480675366,0.9258713477706347,1.0893259534068729,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,440.0
6,25,1.6591459860239417,-1.3371602593273917,-0.024037535276926314,-0.3186540746045693,0.7064665347258035,1.992512875167966,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1177.0
6,19,0.8721494084609139,0.03800082279276942,0.8444864249581169,-0.3663307420403433,0.8213243603301243,-0.3328097661929222,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2649.0
10,12,-0.9446405631473518,-0.2566765519472651,2.1955236964348503,0.9258713477706347,-0.8402855167457174,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,280.0
2,12,-0.7353329627316529,-0.15845076036725358,-0.5065508465186169,0.01837064347590206,-0.6258842422843184,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,354.0
12,29,-1.061852819380143,0.23445240595279243,-0.9890641577603075,-0.8414533933830566,-0.7713708213831248,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,135.0
9,3,-0.8274283069145604,0.6764684680628442,0.5549784382131023,-1.5845517961751203,-0.4267973445701623,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,328.0
5,22,0.7549371522281224,-0.15845076036725358,-0.3135455220219407,0.6299472050658306,0.6375518393632109,1.4975184515119355,-0.13179988368373619,-0.17189109256898677,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,901.0
12,1,-2.326070725890964,-0.6495797182673111,0.5549784382131023,0.9258713477706347,-2.164979105382218,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,94.0
12,31,-0.9362682591307239,-1.3862731551173975,1.133994411703131,0.9258713477706347,-1.383945891272836,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,271.0
3,26,0.0014297907316069166,-0.7969184056373284,1.0374917494547928,-0.6408825855498005,-0.29662514221859865,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1498.0
1,19,-1.246043507745958,-0.4531281351072881,0.1689677892197499,-0.2561812000335551,-1.1772018051850586,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,308.0
11,1,-2.083273909408753,0.1362266143727809,0.5549784382131023,0.44746065039786803,-1.6902334262176917,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.0
10,8,1.0730847048599848,1.2167103217529074,-1.0855668200086457,0.0759114490018362,1.4109278650989712,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,619.0
7,6,1.014478576743589,-0.10933786457724784,1.2304970739514693,-1.1866982265386614,0.8825818673190954,3.017036217153704,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1400.0
6,26,0.9391278405939376,1.8060650712329764,2.581534345428203,-1.9330846753607784,1.464528183714321,-0.6205972218068935,0.75462390216619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,203.0
5,7,1.2907646092923115,0.43090398911281547,1.2304970739514693,-0.320298097619596,1.3343559813627575,1.3363574763681114,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,929.0
10,10,-0.09066555345130052,1.0693716343828903,1.9060157096898362,0.13345225452777035,0.3312643044183553,-0.4709477448876284,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1524.0
2,18,-0.7353329627316529,-2.0247408003874723,0.0724651269714119,0.919295255710528,-1.7514909332066628,1.4975184515119355,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,337.0
12,14,-1.5474464523445641,-0.2566765519472651,-0.5065508465186169,-0.2413849928983149,-1.3533171377783506,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,248.0
5,21,0.8219155843611461,-0.7969184056373284,0.1689677892197499,0.9258713477706347,0.384864623033705,0.6456675828945803,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1473.0
11,16,-0.4255577141164187,-0.06022496878724208,-1.37507480675366,-1.0601084543816064,-0.3272538957130842,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,699.0
5,15,0.4367895995962605,0.922032947012873,-1.1820694822569837,-1.8903400769700847,0.7524096649675318,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,826.0
12,15,-1.212554291679446,-0.8951441972173398,-1.37507480675366,-0.9351627052395779,-1.3380027610311076,-0.2867637732946868,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,309.0
11,24,-0.8609175229810722,1.3640490091229247,-0.024037535276926314,-1.2508151241247023,-0.2813107654713559,-0.6551317164805701,-0.13179988368373619,7.384416243173514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,420.0
6,23,0.8135432803445184,-0.7969184056373284,-0.9890641577603075,0.7400967470726189,0.37720743466008366,0.05858117344207881,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,561.0
5,8,1.3577430414253353,0.8729200512228672,0.4584757759647645,-0.6507467236399607,1.5564144441977776,0.9334550385085515,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1209.0
6,23,0.7047033281283549,-0.6986926140573169,-1.1820694822569837,0.7795532994332594,0.3389214927919767,-0.424901751989393,-0.13179988368373619,-0.17189109256898677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1072.0
